I.Q. (1994)|Quiz Show (1994)|Three Colors: Red (1994)|Santa Clause, The (1994)|Fish Called Wanda, A (1988)|Wrong Trousers, The (1993)|Good, The Bad and The Ugly, The (1966)|Army of Darkness (1993)|Grand Day Out, A (1992)|Jerry Maguire (1996)
Forrest Gump (1994)|In & Out (1997)|Midnight in the Garden of Good and Evil (1997)|Jackie Brown (1997)|Deep Rising (1998)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|You So Crazy (1994)
Billy Madison (1995)|Stargate (1994)|What's Eating Gilbert Grape (1993)|Marvin's Room (1996)|Hoodlum (1997)|Schindler's List (1993)|Cop Land (1997)|Killing Zoe (1994)|Cool Runnings (1993)|Surviving Picasso (1996)
Postino, Il (1994)|Batman & Robin (1997)|Heat (1995)|River Wild, The (1994)|Vampire in Brooklyn (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|You So Crazy (1994)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Ed Wood (1994)|Jude (1996)|Swingers (1996)|Godfather: Part II, The (1974)|Unforgiven (1992)|Last Action Hero (1993)|Rear Window (1954)|Eye for an Eye (1996)|Two if by Sea (1996)
Muppet Treasure Island (1996)|Sleepless in Seattle (1993)|Private Benjamin (1980)|Princess Bride, The (1987)|Army of Darkness (1993)|Godfather: Part II, The (1974)|Back to the Future (1985)|Pink Floyd - The Wall (1982)|Some Like It Hot (1959)|Sunset Blvd. (1950)
Twelve Monkeys (1995)|Seven (Se7en) (1995)|Aladdin (1992)|Dances with Wolves (1990)|Horseman on the Roof, The (Hussard sur le toit, Le) (1995)|Men in Black (1997)|Mimic (1997)|Ulee's Gold (1997)|My Left Foot (1989)|Touch of Evil (1958)
Forrest Gump (1994)|On Golden Pond (1981)|Apocalypse Now (1979)|Evil Dead II (1987)|Indiana Jones and the Last Crusade (1989)|Field of Dreams (1989)|Time to Kill, A (1996)|Man Without a Face, The (1993)|Day the Earth Stood Still, The (1951)|Ran (1985)
I.Q. (1994)|Smilla's Sense of Snow (1997)|Secrets & Lies (1996)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Tales from the Hood (1995)|Benny & Joon (1993)
Antonia's Line (1995)|I.Q. (1994)|Fargo (1996)|Striptease (1996)|Dead Poets Society (1989)|Star Trek III: The Search for Spock (1984)|Leaving Las Vegas (1995)|Midnight in the Garden of Good and Evil (1997)|My Left Foot (1989)|Kalifornia (1993)
Striptease (1996)|Homeward Bound: The Incredible Journey (1993)|Sleeper (1973)|Brazil (1985)|Star Trek VI: The Undiscovered Country (1991)|Austin Powers: International Man of Mystery (1997)|When the Cats Away (Chacun cherche son chat) (1996)|Mimic (1997)|In the Name of the Father (1993)|Rocket Man (1997)
Scream (1996)|Rainmaker, The (1997)|Cop Land (1997)|Deconstructing Harry (1997)|Jackie Brown (1997)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Mary Shelley's Frankenstein (1994)|You So Crazy (1994)
Operation Dumbo Drop (1995)|Jungle2Jungle (1997)|Austin Powers: International Man of Mystery (1997)|Men in Black (1997)|Tin Cup (1996)|Secrets & Lies (1996)|English Patient, The (1996)|Promesse, La (1996)|Kiss the Girls (1997)|Tombstone (1993)
Bad Boys (1995)|Dances with Wolves (1990)|Princess Bride, The (1987)|Brazil (1985)|Godfather: Part II, The (1974)|Right Stuff, The (1983)|Mimic (1997)|Midnight in the Garden of Good and Evil (1997)|Seventh Seal, The (Sjunde inseglet, Det) (1957)|Funny Face (1957)
Richard III (1995)|Postino, Il (1994)|Santa Clause, The (1994)|Hudsucker Proxy, The (1994)|Remains of the Day, The (1993)|Terminator, The (1984)|Field of Dreams (1989)|Under Siege (1992)|Client, The (1994)|Treasure of the Sierra Madre, The (1948)
unknown|Devil's Advocate, The (1997)|Midnight in the Garden of Good and Evil (1997)|Assignment, The (1997)|Fire on the Mountain (1996)|Benny & Joon (1993)|Love Jones (1997)|That Darn Cat! (1997)|Mr. Magoo (1997)|Intimate Relations (1996)
I.Q. (1994)|Snow White and the Seven Dwarfs (1937)|Spitfire Grill, The (1996)|Swingers (1996)|When the Cats Away (Chacun cherche son chat) (1996)|Emma (1996)|Bastard Out of Carolina (1996)|City of Angels (1998)|2 Days in the Valley (1996)|Bonheur, Le (1965)
Snow White and the Seven Dwarfs (1937)|Haunted World of Edward D. Wood Jr., The (1995)|Supercop (1992)|Spy Hard (1996)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Quick and the Dead, The (1995)|Rocket Man (1997)|Gang Related (1997)
Snow White and the Seven Dwarfs (1937)|Frighteners, The (1996)|Spitfire Grill, The (1996)|Fierce Creatures (1997)|Great Escape, The (1963)|Down by Law (1986)|Once Upon a Time in America (1984)|Seventh Seal, The (Sjunde inseglet, Det) (1957)|Hate (Haine, La) (1995)|Calendar Girl (1993)
Seven (Se7en) (1995)|Muppet Treasure Island (1996)|Three Colors: Red (1994)|Wrong Trousers, The (1993)|Air Bud (1997)|Sabrina (1995)|Client, The (1994)|Smoke (1995)|Glory (1989)|To Live (Huozhe) (1994)
Phenomenon (1996)|Princess Bride, The (1987)|Right Stuff, The (1983)|Secrets & Lies (1996)|Gandhi (1982)|Kama Sutra: A Tale of Love (1996)|American in Paris, An (1951)|Benny & Joon (1993)|Raise the Red Lantern (1991)|Savage Nights (Nuits fauves, Les) (1992)
Ace Ventura: Pet Detective (1994)|Citizen Kane (1941)|Princess Bride, The (1987)|This Is Spinal Tap (1984)|Client, The (1994)|Heavyweights (1994)|Aladdin and the King of Thieves (1996)|Coneheads (1993)|Manchurian Candidate, The (1962)|Raise the Red Lantern (1991)
Bad Boys (1995)|Sleepless in Seattle (1993)|Terminator 2: Judgment Day (1991)|Unhook the Stars (1996)|Jude (1996)|GoodFellas (1990)|Psycho (1960)|Terminator, The (1984)|Devil's Own, The (1997)|Marvin's Room (1996)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Seven (Se7en) (1995)|Madness of King George, The (1994)|Sleepless in Seattle (1993)|On Golden Pond (1981)|Princess Bride, The (1987)|Return of the Jedi (1983)|Bridge on the River Kwai, The (1957)|Fantasia (1940)|Streetcar Named Desire, A (1951)
Braveheart (1995)|Crimson Tide (1995)|Sleepless in Seattle (1993)|Citizen Kane (1941)|Dirty Dancing (1987)|Raiders of the Lost Ark (1981)|Unforgiven (1992)|Aladdin and the King of Thieves (1996)|Forbidden Planet (1956)|People vs. Larry Flynt, The (1996)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Jean de Florette (1986)|Right Stuff, The (1983)|Back to the Future (1985)|This Is Spinal Tap (1984)|Air Force One (1997)|Midnight in the Garden of Good and Evil (1997)|Cop Land (1997)|James and the Giant Peach (1996)|It Happened One Night (1934)
Billy Madison (1995)|Quiz Show (1994)|Snow White and the Seven Dwarfs (1937)|Lone Star (1996)|Bedknobs and Broomsticks (1971)|Under Siege (1992)|Jaws (1975)|Amityville Curse, The (1990)|Local Hero (1983)|Waiting for Guffman (1996)
True Romance (1993)|Operation Dumbo Drop (1995)|Unhook the Stars (1996)|Swingers (1996)|Jackie Chan's First Strike (1996)|Freeway (1996)|Indian in the Cupboard, The (1995)|Stealing Beauty (1996)|Basquiat (1996)|Celestial Clockwork (1994)
Event Horizon (1997)|Marvin's Room (1996)|Hoodlum (1997)|Air Force One (1997)|Murder at 1600 (1997)|Critical Care (1997)|Farinelli: il castrato (1994)|Amistad (1997)|Bent (1997)|Flubber (1997)
White Balloon, The (1995)|Ref, The (1994)|Jean de Florette (1986)|unknown|Promesse, La (1996)|Jackie Brown (1997)|Muriel's Wedding (1994)|Sophie's Choice (1982)|Philadelphia (1993)|Real Genius (1985)
I.Q. (1994)|Professional, The (1994)|Sleeper (1973)|Dead Poets Society (1989)|Evil Dead II (1987)|Field of Dreams (1989)|Jerry Maguire (1996)|Junior (1994)|Made in America (1993)|Smile Like Yours, A (1997)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Professional, The (1994)|Cold Comfort Farm (1995)|Grand Day Out, A (1992)|Sting, The (1973)|This Is Spinal Tap (1984)|Mimic (1997)|Brady Bunch Movie, The (1995)|Forbidden Planet (1956)|Village of the Damned (1995)
Bridge on the River Kwai, The (1957)|Evil Dead II (1987)|Die Hard 2 (1990)|Aladdin and the King of Thieves (1996)|Forbidden Planet (1956)|Around the World in 80 Days (1956)|Treasure of the Sierra Madre, The (1948)|Rear Window (1954)|Gigi (1958)|M (1931)
Striptease (1996)|Men in Black (1997)|Marvin's Room (1996)|Ice Storm, The (1997)|3 Ninjas: High Noon At Mega Mountain (1998)|Apt Pupil (1998)|Hunchback of Notre Dame, The (1996)|Jackal, The (1997)|MatchMaker, The (1997)|Amistad (1997)
Dances with Wolves (1990)|Delicatessen (1991)|Army of Darkness (1993)|Young Frankenstein (1974)|Field of Dreams (1989)|Under Siege (1992)|Jerry Maguire (1996)|Raising Arizona (1987)|Chasing Amy (1997)|Gandhi (1982)
George of the Jungle (1997)|Marvin's Room (1996)|Scream (1996)|Deceiver (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Stephen King's The Langoliers (1995)|Perfect World, A (1993)
Smilla's Sense of Snow (1997)|Secrets & Lies (1996)|Marvin's Room (1996)|Donnie Brasco (1997)|Kiss the Girls (1997)|Walk in the Clouds, A (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Benny & Joon (1993)
George of the Jungle (1997)|Absolute Power (1997)|Midnight in the Garden of Good and Evil (1997)|One Flew Over the Cuckoo's Nest (1975)|Wild Bill (1995)|Farinelli: il castrato (1994)|Tales from the Hood (1995)|Wishmaster (1997)|Life Less Ordinary, A (1997)|Big Blue, The (Grand bleu, Le) (1988)
Henry V (1989)|Midnight in the Garden of Good and Evil (1997)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Kid in King Arthur's Court, A (1995)|Village of the Damned (1995)|You So Crazy (1994)
Cold Comfort Farm (1995)|Rock, The (1996)|This Is Spinal Tap (1984)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Village of the Damned (1995)|In the Line of Fire (1993)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Snow White and the Seven Dwarfs (1937)|Gone with the Wind (1939)|Brazil (1985)|Aliens (1986)|Henry V (1989)|Bridge on the River Kwai, The (1957)|Spy Hard (1996)|Great Race, The (1965)|Someone Else's America (1995)
Contact (1997)|Gattaca (1997)|Mrs. Brown (Her Majesty, Mrs. Brown) (1997)|Conspiracy Theory (1997)|Alien: Resurrection (1997)|Jackie Brown (1997)|Interview with the Vampire (1994)|Kid in King Arthur's Court, A (1995)|Mary Shelley's Frankenstein (1994)|Jackal, The (1997)
I.Q. (1994)|Right Stuff, The (1983)|Austin Powers: International Man of Mystery (1997)|Duck Soup (1933)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Tales from the Hood (1995)|Arsenic and Old Lace (1944)|You So Crazy (1994)
Rumble in the Bronx (1995)|Theodore Rex (1995)|Chasing Amy (1997)|Time to Kill, A (1996)|Pinocchio (1940)|White Man's Burden (1995)|Wild Bill (1995)|Quick and the Dead, The (1995)|Love Jones (1997)|You So Crazy (1994)
Mighty Aphrodite (1995)|Sgt. Bilko (1996)|Cable Guy, The (1996)|Jaws (1975)|Citizen Ruth (1996)|Black Sheep (1996)|Pinocchio (1940)|Crow: City of Angels, The (1996)|Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)|Shooter, The (1995)
Contact (1997)|Mad City (1997)|Deconstructing Harry (1997)|Wag the Dog (1997)|Desperate Measures (1998)|White Man's Burden (1995)|Wild Bill (1995)|Mary Shelley's Frankenstein (1994)|Men of Means (1998)|You So Crazy (1994)
Rumble in the Bronx (1995)|Scream (1996)|Donnie Brasco (1997)|3 Ninjas: High Noon At Mega Mountain (1998)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Quick and the Dead, The (1995)|Jackal, The (1997)
Aladdin (1992)|Snow White and the Seven Dwarfs (1937)|Spitfire Grill, The (1996)|Breakfast at Tiffany's (1961)|Citizen Kane (1941)|Brazil (1985)|unknown|Good Will Hunting (1997)|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)
Snow White and the Seven Dwarfs (1937)|Citizen Kane (1941)|12 Angry Men (1957)|Clockwork Orange, A (1971)|Amadeus (1984)|Bridge on the River Kwai, The (1957)|Third Man, The (1949)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Village of the Damned (1995)
I.Q. (1994)|Private Benjamin (1980)|Cyrano de Bergerac (1990)|Scream (1996)|Ice Storm, The (1997)|Booty Call (1997)|I Shot Andy Warhol (1996)|Two if by Sea (1996)|Once Were Warriors (1994)
Four Rooms (1995)|Muppet Treasure Island (1996)|Frighteners, The (1996)|Blues Brothers, The (1980)|Young Frankenstein (1974)|Raising Arizona (1987)|Roman Holiday (1953)|Touch of Evil (1958)|Rocket Man (1997)|Bad Moon (1996)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Operation Dumbo Drop (1995)|Lone Star (1996)|Apocalypse Now (1979)|Shall We Dance? (1996)|Marvin's Room (1996)|Rosewood (1997)|In the Line of Fire (1993)|Basquiat (1996)|2 Days in the Valley (1996)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Kolya (1996)|George of the Jungle (1997)|Sense and Sensibility (1995)|Marvin's Room (1996)|Midnight in the Garden of Good and Evil (1997)|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|Farinelli: il castrato (1994)|MatchMaker, The (1997)
Sound of Music, The (1965)|Army of Darkness (1993)|Blues Brothers, The (1980)|Young Frankenstein (1974)|Bed of Roses (1996)|Third Man, The (1949)|Paris Is Burning (1990)|M (1931)|Pump Up the Volume (1990)|Fried Green Tomatoes (1991)
Army of Darkness (1993)|Deceiver (1997)|Philadelphia Story, The (1940)|Bonnie and Clyde (1967)|Wild Bill (1995)|Farinelli: il castrato (1994)|Tales from the Hood (1995)|Hour of the Pig, The (1993)|Fire on the Mountain (1996)|You So Crazy (1994)
Smilla's Sense of Snow (1997)|Gattaca (1997)|Secrets & Lies (1996)|Donnie Brasco (1997)|FairyTale: A True Story (1997)|Paradise Lost: The Child Murders at Robin Hood Hills (1996)|Kiss the Girls (1997)|Man Who Knew Too Little, The (1997)|Peacemaker, The (1997)|Phantoms (1998)
Searching for Bobby Fischer (1993)|Snow White and the Seven Dwarfs (1937)|Delicatessen (1991)|Sabrina (1995)|Cop Land (1997)|Sabrina (1954)|Ben-Hur (1959)|Wyatt Earp (1994)|Arsenic and Old Lace (1944)|Dark City (1998)
Secrets & Lies (1996)|Marvin's Room (1996)|Murder at 1600 (1997)|Kid in King Arthur's Court, A (1995)|Benny & Joon (1993)|Tango Lesson, The (1997)|Bent (1997)|Ma vie en rose (My Life in Pink) (1997)|Cats Don't Dance (1997)|You So Crazy (1994)
Diabolique (1996)|Unforgiven (1992)|Back to the Future (1985)|Ulee's Gold (1997)|3 Ninjas: High Noon At Mega Mountain (1998)|Apt Pupil (1998)|In the Name of the Father (1993)|Short Cuts (1993)|Vertigo (1958)|Up in Smoke (1978)
Twelve Monkeys (1995)|Glengarry Glen Ross (1992)|Monty Python and the Holy Grail (1974)|Clockwork Orange, A (1971)|Client, The (1994)|Great Dictator, The (1940)|Wes Craven's New Nightmare (1994)|American in Paris, An (1951)|Pump Up the Volume (1990)|Dark City (1998)
Angels and Insects (1995)|Supercop (1992)|River Wild, The (1994)|Secrets & Lies (1996)|Fierce Creatures (1997)|Benny & Joon (1993)|Great White Hype, The (1996)|Shadow Conspiracy (1997)|Shooter, The (1995)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Richard III (1995)|Jurassic Park (1993)|Dances with Wolves (1990)|Right Stuff, The (1983)|In the Name of the Father (1993)|Client, The (1994)|Local Hero (1983)|Ben-Hur (1959)|Crying Game, The (1992)
Searching for Bobby Fischer (1993)|Breakfast at Tiffany's (1961)|Delicatessen (1991)|Apocalypse Now (1979)|Star Trek VI: The Undiscovered Country (1991)|Under Siege (1992)|Highlander (1986)|Some Like It Hot (1959)|Sabrina (1954)|Browning Version, The (1994)
Spitfire Grill, The (1996)|Gone with the Wind (1939)|Good, The Bad and The Ugly, The (1966)|Transformers: The Movie, The (1986)|Matilda (1996)|Philadelphia Story, The (1940)|Roman Holiday (1953)|Ben-Hur (1959)|Cook the Thief His Wife & Her Lover, The (1989)|Casino (1995)
Bad Boys (1995)|Free Willy (1993)|Sound of Music, The (1965)|Return of the Pink Panther, The (1974)|Brazil (1985)|Blues Brothers, The (1980)|Cyrano de Bergerac (1990)|Men in Black (1997)|Sense and Sensibility (1995)|As Good As It Gets (1997)
Wizard of Oz, The (1939)|Monty Python's Life of Brian (1979)|Dead Poets Society (1989)|Unforgiven (1992)|Pink Floyd - The Wall (1982)|Raising Arizona (1987)|L.A. Confidential (1997)|Ice Storm, The (1997)|Schindler's List (1993)|Around the World in 80 Days (1956)
Snow White and the Seven Dwarfs (1937)|Striptease (1996)|Unhook the Stars (1996)|Grosse Pointe Blank (1997)|Austin Powers: International Man of Mystery (1997)|Rosewood (1997)|Donnie Brasco (1997)|Mad City (1997)|Annie Hall (1977)|Eddie (1996)
Mask, The (1994)|Searching for Bobby Fischer (1993)|Bedknobs and Broomsticks (1971)|When the Cats Away (Chacun cherche son chat) (1996)|Fly Away Home (1996)|Magnificent Seven, The (1954)|Pocahontas (1995)|Thirty-Two Short Films About Glenn Gould (1993)|Two if by Sea (1996)|Surviving the Game (1994)
Santa Clause, The (1994)|Silence of the Lambs, The (1991)|Breakfast at Tiffany's (1961)|Jude (1996)|Henry V (1989)|Right Stuff, The (1983)|Highlander (1986)|Philadelphia Story, The (1940)|Around the World in 80 Days (1956)|Ran (1985)
Muppet Treasure Island (1996)|Four Weddings and a Funeral (1994)|Abyss, The (1989)|Amadeus (1984)|Bridge on the River Kwai, The (1957)|Field of Dreams (1989)|In the Name of the Father (1993)|Philadelphia Story, The (1940)|Village of the Damned (1995)|Stand by Me (1986)
Gattaca (1997)|Marvin's Room (1996)|Hoodlum (1997)|Ulee's Gold (1997)|Edge, The (1997)|Deconstructing Harry (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|MatchMaker, The (1997)
I.Q. (1994)|Home Alone (1990)|Terminator, The (1984)|This Is Spinal Tap (1984)|Pink Floyd - The Wall (1982)|Star Trek VI: The Undiscovered Country (1991)|Mimic (1997)|Aladdin and the King of Thieves (1996)|So Dear to My Heart (1949)|Dark City (1998)
Kids in the Hall: Brain Candy (1996)|Bridge on the River Kwai, The (1957)|Breaking the Waves (1996)|Donnie Brasco (1997)|Man Who Knew Too Little, The (1997)|Butch Cassidy and the Sundance Kid (1969)|Wild Bunch, The (1969)|Paris, Texas (1984)|Wishmaster (1997)|Jackal, The (1997)
Edge, The (1997)|Mad City (1997)|Apostle, The (1997)|Deep Rising (1998)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|You So Crazy (1994)
Seven (Se7en) (1995)|Mighty Aphrodite (1995)|Braveheart (1995)|Net, The (1995)|Apocalypse Now (1979)|Bram Stoker's Dracula (1992)|Men in Black (1997)|M (1931)|Pump Up the Volume (1990)|Shiloh (1997)
Striptease (1996)|Men in Black (1997)|River Wild, The (1994)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Tales from the Hood (1995)|You So Crazy (1994)
Sabrina (1995)|Air Force One (1997)|Ulee's Gold (1997)|Pinocchio (1940)|My Own Private Idaho (1991)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Double Team (1997)|You So Crazy (1994)
Hudsucker Proxy, The (1994)|Nightmare Before Christmas, The (1993)|Bedknobs and Broomsticks (1971)|Young Frankenstein (1974)|Star Trek VI: The Undiscovered Country (1991)|Sense and Sensibility (1995)|Secrets & Lies (1996)|Congo (1995)|Switchback (1997)|Getaway, The (1994)
Unhook the Stars (1996)|Swingers (1996)|Turbo: A Power Rangers Movie (1997)|Men in Black (1997)|Emma (1996)|Marvin's Room (1996)|Jack (1996)|Fair Game (1995)|Ice Storm, The (1997)|Sunset Park (1996)
Braveheart (1995)|Dances with Wolves (1990)|Gone with the Wind (1939)|Unbearable Lightness of Being, The (1988)|Transformers: The Movie, The (1986)|Some Like It Hot (1959)|It's a Wonderful Life (1946)|Miller's Crossing (1990)|Great Dictator, The (1940)|Last Time I Saw Paris, The (1954)
Professional, The (1994)|Free Willy (1993)|Breakfast at Tiffany's (1961)|Apocalypse Now (1979)|Sabrina (1995)|Big Sleep, The (1946)|Ben-Hur (1959)|Rocket Man (1997)|Last Supper, The (1995)|2 Days in the Valley (1996)
Rumble in the Bronx (1995)|Exotica (1994)|Remains of the Day, The (1993)|Cold Comfort Farm (1995)|Sting, The (1973)|Mars Attacks! (1996)|Turbo: A Power Rangers Movie (1997)|Chasing Amy (1997)|Crash (1996)|Bonnie and Clyde (1967)
Gone with the Wind (1939)|unknown|Secrets & Lies (1996)|In the Name of the Father (1993)|Dante's Peak (1997)|Lost Highway (1997)|Transformers: The Movie, The (1986)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)
Seven (Se7en) (1995)|I.Q. (1994)|Clockwork Orange, A (1971)|Devil's Own, The (1997)|Chasing Amy (1997)|Playing God (1997)|Vegas Vacation (1997)|Life Less Ordinary, A (1997)|Amateur (1994)|Hugo Pool (1997)
Babe (1995)|Mighty Aphrodite (1995)|Haunted World of Edward D. Wood Jr., The (1995)|Chasing Amy (1997)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Village of the Damned (1995)
Four Rooms (1995)|Seven (Se7en) (1995)|Muppet Treasure Island (1996)|Spitfire Grill, The (1996)|Dead Poets Society (1989)|Unforgiven (1992)|When the Cats Away (Chacun cherche son chat) (1996)|Naked Gun 33 1/3: The Final Insult (1994)|Miller's Crossing (1990)|Mr. Magoo (1997)
Private Benjamin (1980)|Indiana Jones and the Last Crusade (1989)|Breaking the Waves (1996)|Annie Hall (1977)|Night of the Living Dead (1968)|Rosencrantz and Guildenstern Are Dead (1990)|Touch of Evil (1958)|Andre (1994)|Gaslight (1944)|My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993)
Seven (Se7en) (1995)|Empire Strikes Back, The (1980)|Right Stuff, The (1983)|Dead Poets Society (1989)|In & Out (1997)|In the Name of the Father (1993)|Children of the Corn: The Gathering (1996)|Transformers: The Movie, The (1986)|To Kill a Mockingbird (1962)|My Favorite Season (1993)
Get Shorty (1995)|Professional, The (1994)|Hudsucker Proxy, The (1994)|Dances with Wolves (1990)|Glengarry Glen Ross (1992)|Empire Strikes Back, The (1980)|Apocalypse Now (1979)|Fly Away Home (1996)|Rob Roy (1995)|Rocket Man (1997)
I.Q. (1994)|Nightmare on Elm Street, A (1984)|Ulee's Gold (1997)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Tales from the Hood (1995)|Quest, The (1996)|You So Crazy (1994)
I.Q. (1994)|Rock, The (1996)|Ulee's Gold (1997)|Wings of the Dove, The (1997)|White Man's Burden (1995)|Wild Bill (1995)|Stephen King's The Langoliers (1995)|Raise the Red Lantern (1991)|Mrs. Dalloway (1997)|You So Crazy (1994)
Batman Forever (1995)|Forrest Gump (1994)|Jurassic Park (1993)|Ref, The (1994)|Akira (1988)|Muriel's Wedding (1994)|Wild Bill (1995)|Farinelli: il castrato (1994)|Tin Drum, The (Blechtrommel, Die) (1979)|Glory (1989)
Twelve Monkeys (1995)|Crumb (1994)|Professional, The (1994)|Four Weddings and a Funeral (1994)|Terminator 2: Judgment Day (1991)|Dances with Wolves (1990)|Wizard of Oz, The (1939)|Return of the Jedi (1983)|Evil Dead II (1987)|Diva (1981)
Dead Man Walking (1995)|Jurassic Park (1993)|Spitfire Grill, The (1996)|2001: A Space Odyssey (1968)|Young Frankenstein (1974)|Rudy (1993)|Local Hero (1983)|Rosencrantz and Guildenstern Are Dead (1990)|House of the Spirits, The (1993)
Nikita (La Femme Nikita) (1990)|Apartment, The (1960)|East of Eden (1955)|Thin Man, The (1934)|It's a Wonderful Life (1946)|My Life as a Dog (Mitt liv som hund) (1985)|American in Paris, An (1951)|Rear Window (1954)|Howling, The (1981)|Cook the Thief His Wife & Her Lover, The (1989)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Rumble in the Bronx (1995)|Cold Comfort Farm (1995)|Citizen Ruth (1996)|Turbo: A Power Rangers Movie (1997)|Good Will Hunting (1997)|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|Streetcar Named Desire, A (1951)|Out to Sea (1997)
Smilla's Sense of Snow (1997)|Gattaca (1997)|Crash (1996)|G.I. Jane (1997)|One Flew Over the Cuckoo's Nest (1975)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Stephen King's The Langoliers (1995)|You So Crazy (1994)
Species (1995)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Rear Window (1954)|M (1931)
Babe (1995)|Usual Suspects, The (1995)|Striptease (1996)|Hoodlum (1997)|Waterworld (1995)|White Man's Burden (1995)|Wyatt Earp (1994)|Another Stakeout (1993)|Andre (1994)|Stealing Beauty (1996)
Crow, The (1994)|Gone with the Wind (1939)|Right Stuff, The (1983)|Indiana Jones and the Last Crusade (1989)|Time to Kill, A (1996)|Adventures of Robin Hood, The (1938)|Wings of Desire (1987)|Miller's Crossing (1990)|In the Line of Fire (1993)|Gay Divorcee, The (1934)
Last of the Mohicans, The (1992)|Chasing Amy (1997)|Full Monty, The (1997)|Starship Troopers (1997)|Marvin's Room (1996)|Fly Away Home (1996)|Wings of the Dove, The (1997)|3 Ninjas: High Noon At Mega Mountain (1998)|MatchMaker, The (1997)|Washington Square (1997)
Dances with Wolves (1990)|Operation Dumbo Drop (1995)|In the Name of the Father (1993)|Mother (1996)|Some Like It Hot (1959)|Man Who Would Be King, The (1975)|Kid in King Arthur's Court, A (1995)|Mary Shelley's Frankenstein (1994)|Quick and the Dead, The (1995)|You So Crazy (1994)
Postino, Il (1994)|Snow White and the Seven Dwarfs (1937)|Lone Star (1996)|Apocalypse Now (1979)|Citizen Ruth (1996)|Schindler's List (1993)|Star Trek: Generations (1994)|Third Man, The (1949)|Fire on the Mountain (1996)|Great Day in Harlem, A (1994)
Richard III (1995)|Seven (Se7en) (1995)|Rumble in the Bronx (1995)|Home Alone (1990)|Terminator 2: Judgment Day (1991)|Breakfast at Tiffany's (1961)|Brazil (1985)|Vanya on 42nd Street (1994)|Man Who Would Be King, The (1975)|Last Supper, The (1995)
Starship Troopers (1997)|Marvin's Room (1996)|Ulee's Gold (1997)|Hoodlum (1997)|Man Who Knew Too Little, The (1997)|Tales From the Crypt Presents: Demon Knight (1995)|Waterworld (1995)|Wolf (1994)|Wyatt Earp (1994)|Amistad (1997)
