I.Q. (1994)|Three Colors: Red (1994)|Santa Clause, The (1994)|Snow White and the Seven Dwarfs (1937)|Citizen Kane (1941)|Wrong Trousers, The (1993)|Empire Strikes Back, The (1980)|Good, The Bad and The Ugly, The (1966)|Grand Day Out, A (1992)|Star Trek: First Contact (1996)
Seven (Se7en) (1995)|Braveheart (1995)|I.Q. (1994)|Delicatessen (1991)|Full Metal Jacket (1987)|Dead Poets Society (1989)|Philadelphia Story, The (1940)|American in Paris, An (1951)|Until the End of the World (Bis ans Ende der Welt) (1991)|I'm Not Rappaport (1996)
Angels and Insects (1995)|Long Kiss Goodnight, The (1996)|Nightmare on Elm Street, A (1984)|River Wild, The (1994)|Hoodlum (1997)|Paradise Lost: The Child Murders at Robin Hood Hills (1996)|Kid in King Arthur's Court, A (1995)|Mary Shelley's Frankenstein (1994)|Freeway (1996)|You So Crazy (1994)
Devil's Own, The (1997)|Tin Cup (1996)|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Kid in King Arthur's Court, A (1995)|Tales from the Hood (1995)
Pulp Fiction (1994)|Ulee's Gold (1997)|Midnight in the Garden of Good and Evil (1997)|Schindler's List (1993)|Conspiracy Theory (1997)|Smoke (1995)|Annie Hall (1977)|MatchMaker, The (1997)|Washington Square (1997)|C'est arrivé près de chez vous (1992)
Rumble in the Bronx (1995)|Snow White and the Seven Dwarfs (1937)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Tales from the Hood (1995)|You So Crazy (1994)
Outbreak (1995)|Hudsucker Proxy, The (1994)|Dances with Wolves (1990)|Fish Called Wanda, A (1988)|Delicatessen (1991)|Princess Bride, The (1987)|Sting, The (1973)|Groundhog Day (1993)|Good Will Hunting (1997)|Assassins (1995)
Seven (Se7en) (1995)|Net, The (1995)|Men in Black (1997)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Village of the Damned (1995)|Fire on the Mountain (1996)|Benny & Joon (1993)
Babe (1995)|I.Q. (1994)|Snow White and the Seven Dwarfs (1937)|Hoodlum (1997)|Cop Land (1997)|Kid in King Arthur's Court, A (1995)|Quick and the Dead, The (1995)|Fire on the Mountain (1996)|Amistad (1997)|You So Crazy (1994)
Braveheart (1995)|I.Q. (1994)|Santa Clause, The (1994)|Princess Bride, The (1987)|Apocalypse Now (1979)|Sting, The (1973)|Midnight in the Garden of Good and Evil (1997)|Spy Hard (1996)|Philadelphia Story, The (1940)|First Kid (1996)
Absolute Power (1997)|Air Force One (1997)|Mother (1996)|Crash (1996)|Edge, The (1997)|Species (1995)|Walk in the Clouds, A (1995)|Waterworld (1995)|Mary Shelley's Frankenstein (1994)|Benny & Joon (1993)
Seven (Se7en) (1995)|Muppet Treasure Island (1996)|Crow, The (1994)|Jude (1996)|Princess Bride, The (1987)|Raiders of the Lost Ark (1981)|Bridge on the River Kwai, The (1957)|Young Frankenstein (1974)|Sense and Sensibility (1995)|August (1996)
unknown|L.A. Confidential (1997)|Schindler's List (1993)|Assignment, The (1997)|Speed (1994)|Wolf (1994)|Scream 2 (1997)|Evening Star, The (1996)|Star Kid (1997)|Office Killer (1997)
Babe (1995)|Postino, Il (1994)|Quiz Show (1994)|Forrest Gump (1994)|12 Angry Men (1957)|True Crime (1995)|Last Supper, The (1995)|Stealing Beauty (1996)|JLG/JLG - autoportrait de décembre (1994)|Machine, The (1994)
Braveheart (1995)|Sound of Music, The (1965)|Jean de Florette (1986)|Good, The Bad and The Ugly, The (1966)|Back to the Future (1985)|Transformers: The Movie, The (1986)|Forbidden Planet (1956)|Some Like It Hot (1959)|Funny Face (1957)|Cowboy Way, The (1994)
Steel (1997)|Full Monty, The (1997)|Devil's Advocate, The (1997)|Mother (1996)|Cop Land (1997)|Conspiracy Theory (1997)|That Darn Cat! (1997)|Brassed Off (1996)|Grease 2 (1982)|Nothing to Lose (1994)
Braveheart (1995)|I.Q. (1994)|Santa Clause, The (1994)|Delicatessen (1991)|Blues Brothers, The (1980)|Akira (1988)|Vertigo (1958)|Down by Law (1986)|My Life as a Dog (Mitt liv som hund) (1985)|Man Who Would Be King, The (1975)
Richard III (1995)|Outbreak (1995)|Dirty Dancing (1987)|Delicatessen (1991)|Apocalypse Now (1979)|Ulee's Gold (1997)|In the Name of the Father (1993)|Streetcar Named Desire, A (1951)|Annie Hall (1977)|MatchMaker, The (1997)
Seven (Se7en) (1995)|Free Willy (1993)|Snow White and the Seven Dwarfs (1937)|Gone with the Wind (1939)|Midnight in the Garden of Good and Evil (1997)|In the Name of the Father (1993)|Client, The (1994)|My Life as a Dog (Mitt liv som hund) (1985)|House of the Spirits, The (1993)|Before Sunrise (1995)
Twelve Monkeys (1995)|Remains of the Day, The (1993)|Sound of Music, The (1965)|Brazil (1985)|Dead Poets Society (1989)|Bed of Roses (1996)|As Good As It Gets (1997)|Forbidden Planet (1956)|Once Upon a Time in the West (1969)|Congo (1995)
Babe (1995)|Seven (Se7en) (1995)|Professional, The (1994)|So I Married an Axe Murderer (1993)|Dances with Wolves (1990)|Snow White and the Seven Dwarfs (1937)|Indiana Jones and the Last Crusade (1989)|Transformers: The Movie, The (1986)|Dial M for Murder (1954)|American in Paris, An (1951)
Babe (1995)|Jurassic Park (1993)|Gone with the Wind (1939)|Citizen Kane (1941)|Reservoir Dogs (1992)|Private Benjamin (1980)|Brazil (1985)|Right Stuff, The (1983)|Evil Dead II (1987)|In the Name of the Father (1993)
Snow White and the Seven Dwarfs (1937)|Gone with the Wind (1939)|Mr. Smith Goes to Washington (1939)|Amadeus (1984)|Young Frankenstein (1974)|Spy Hard (1996)|Day the Earth Stood Still, The (1951)|Seventh Seal, The (Sjunde inseglet, Det) (1957)|Casino (1995)|Replacement Killers, The (1998)
Dances with Wolves (1990)|Lone Star (1996)|Right Stuff, The (1983)|When the Cats Away (Chacun cherche son chat) (1996)|Heat (1995)|Hoodlum (1997)|Mrs. Brown (Her Majesty, Mrs. Brown) (1997)|Down by Law (1986)|Last Supper, The (1995)|Shiloh (1997)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Antonia's Line (1995)|Snow White and the Seven Dwarfs (1937)|Time to Kill, A (1996)|Rosewood (1997)|Paradise Lost: The Child Murders at Robin Hood Hills (1996)|G.I. Jane (1997)|Free Willy 3: The Rescue (1997)|Hellraiser: Bloodline (1996)|Balto (1995)
Men in Black (1997)|Chasing Amy (1997)|Paradise Lost: The Child Murders at Robin Hood Hills (1996)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Tales from the Hood (1995)|Wishmaster (1997)|You So Crazy (1994)
Contact (1997)|Scream (1996)|Desperate Measures (1998)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Stephen King's The Langoliers (1995)|Fire on the Mountain (1996)|You So Crazy (1994)
Mighty Aphrodite (1995)|Diabolique (1996)|Phenomenon (1996)|Supercop (1992)|Jude (1996)|Last of the Mohicans, The (1992)|unknown|Chasing Amy (1997)|Incognito (1997)|Life Less Ordinary, A (1997)
I.Q. (1994)|Apocalypse Now (1979)|Marvin's Room (1996)|Scream (1996)|Ulee's Gold (1997)|Hoodlum (1997)|Mrs. Brown (Her Majesty, Mrs. Brown) (1997)|Edge, The (1997)|That Darn Cat! (1997)|Romper Stomper (1992)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Twelve Monkeys (1995)|Clockwork Orange, A (1971)|Apocalypse Now (1979)|Grand Day Out, A (1992)|Field of Dreams (1989)|Aladdin and the King of Thieves (1996)|Magnificent Seven, The (1954)|Howling, The (1981)|House of the Spirits, The (1993)
Home Alone (1990)|Aladdin (1992)|Empire Strikes Back, The (1980)|Princess Bride, The (1987)|Batman Returns (1992)|Good Will Hunting (1997)|Midnight in the Garden of Good and Evil (1997)|Bastard Out of Carolina (1996)|Manhattan (1979)|Pompatus of Love, The (1996)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Taxi Driver (1976)|Kids in the Hall: Brain Candy (1996)|Apocalypse Now (1979)|Steel (1997)|Good Will Hunting (1997)|Ulee's Gold (1997)|Swiss Family Robinson (1960)|War Room, The (1993)
Spitfire Grill, The (1996)|Breakfast at Tiffany's (1961)|Delicatessen (1991)|Clockwork Orange, A (1971)|Field of Dreams (1989)|Devil's Own, The (1997)|Transformers: The Movie, The (1986)|Bringing Up Baby (1938)|Man Who Would Be King, The (1975)|American in Paris, An (1951)
Dead Man Walking (1995)|Gone with the Wind (1939)|Nikita (La Femme Nikita) (1990)|Ice Storm, The (1997)|Notorious (1946)|Rebel Without a Cause (1955)|My Left Foot (1989)|American in Paris, An (1951)|Touch of Evil (1958)|Yankee Zulu (1994)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Snow White and the Seven Dwarfs (1937)|Mr. Smith Goes to Washington (1939)|Apocalypse Now (1979)|Turbo: A Power Rangers Movie (1997)|Emma (1996)|Secrets & Lies (1996)|Heavenly Creatures (1994)|Tales from the Hood (1995)|You So Crazy (1994)
Welcome to the Dollhouse (1995)|Love Bug, The (1969)|Man Without a Face, The (1993)|Vanya on 42nd Street (1994)|Fly Away Home (1996)|Walk in the Clouds, A (1995)|Waterworld (1995)|Mary Shelley's Frankenstein (1994)|Hour of the Pig, The (1993)|Charade (1963)
Richard III (1995)|Seven (Se7en) (1995)|Bad Boys (1995)|Snow White and the Seven Dwarfs (1937)|Princess Bride, The (1987)|Aliens (1986)|Apocalypse Now (1979)|GoodFellas (1990)|Unforgiven (1992)|Pallbearer, The (1996)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Babe (1995)|Haunted World of Edward D. Wood Jr., The (1995)|Frighteners, The (1996)|Mr. Smith Goes to Washington (1939)|When the Cats Away (Chacun cherche son chat) (1996)|In & Out (1997)|Broken Arrow (1996)|Andre (1994)|War Room, The (1993)
Braveheart (1995)|Sleepless in Seattle (1993)|Good, The Bad and The Ugly, The (1966)|Tin Cup (1996)|Transformers: The Movie, The (1986)|Annie Hall (1977)|Treasure of the Sierra Madre, The (1948)|Cook the Thief His Wife & Her Lover, The (1989)|Fried Green Tomatoes (1991)|Ruby in Paradise (1993)
Forrest Gump (1994)|In & Out (1997)|Midnight in the Garden of Good and Evil (1997)|Jackie Brown (1997)|Deep Rising (1998)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|You So Crazy (1994)
Billy Madison (1995)|Stargate (1994)|What's Eating Gilbert Grape (1993)|Marvin's Room (1996)|Hoodlum (1997)|Schindler's List (1993)|Cop Land (1997)|Demolition Man (1993)|Killing Zoe (1994)|Surviving Picasso (1996)
Postino, Il (1994)|Batman & Robin (1997)|Heat (1995)|River Wild, The (1994)|Vampire in Brooklyn (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|You So Crazy (1994)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Seven (Se7en) (1995)|Ed Wood (1994)|Crow, The (1994)|True Romance (1993)|Jude (1996)|Godfather: Part II, The (1974)|Unforgiven (1992)|Rear Window (1954)|What Happened Was... (1994)
Muppet Treasure Island (1996)|Sleepless in Seattle (1993)|Private Benjamin (1980)|Princess Bride, The (1987)|Brazil (1985)|Apocalypse Now (1979)|GoodFellas (1990)|Some Like It Hot (1959)|Around the World in 80 Days (1956)|Renaissance Man (1994)
Twelve Monkeys (1995)|Seven (Se7en) (1995)|Aladdin (1992)|Dances with Wolves (1990)|Horseman on the Roof, The (Hussard sur le toit, Le) (1995)|Jean de Florette (1986)|Mimic (1997)|My Left Foot (1989)|Touch of Evil (1958)|Jingle All the Way (1996)
Forrest Gump (1994)|On Golden Pond (1981)|Apocalypse Now (1979)|Evil Dead II (1987)|Indiana Jones and the Last Crusade (1989)|Field of Dreams (1989)|Time to Kill, A (1996)|Man Without a Face, The (1993)|Day the Earth Stood Still, The (1951)|Ran (1985)
I.Q. (1994)|Smilla's Sense of Snow (1997)|Secrets & Lies (1996)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Tales from the Hood (1995)|Benny & Joon (1993)
Babe (1995)|I.Q. (1994)|Fargo (1996)|Star Trek III: The Search for Spock (1984)|When the Cats Away (Chacun cherche son chat) (1996)|Leaving Las Vegas (1995)|Secrets & Lies (1996)|Midnight in the Garden of Good and Evil (1997)|Highlander (1986)|My Left Foot (1989)
Mighty Aphrodite (1995)|Swingers (1996)|Sleeper (1973)|Brazil (1985)|Unforgiven (1992)|Star Trek VI: The Undiscovered Country (1991)|When the Cats Away (Chacun cherche son chat) (1996)|Mimic (1997)|In the Name of the Father (1993)|Rocket Man (1997)
Scream (1996)|Rainmaker, The (1997)|Cop Land (1997)|Deconstructing Harry (1997)|Jackie Brown (1997)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Mary Shelley's Frankenstein (1994)|You So Crazy (1994)
Lawnmower Man, The (1992)|Men in Black (1997)|Good Will Hunting (1997)|Tin Cup (1996)|Secrets & Lies (1996)|English Patient, The (1996)|Promesse, La (1996)|Washington Square (1997)|Stripes (1981)|Open Season (1996)
Bad Boys (1995)|Dolores Claiborne (1994)|Santa Clause, The (1994)|Dances with Wolves (1990)|Princess Bride, The (1987)|Mimic (1997)|Midnight in the Garden of Good and Evil (1997)|Desperate Measures (1998)|Seventh Seal, The (Sjunde inseglet, Det) (1957)|Funny Face (1957)
Santa Clause, The (1994)|Hudsucker Proxy, The (1994)|Remains of the Day, The (1993)|Raging Bull (1980)|Terminator, The (1984)|Field of Dreams (1989)|Star Trek VI: The Undiscovered Country (1991)|Adventures of Robin Hood, The (1938)|Cat on a Hot Tin Roof (1958)|Treasure of the Sierra Madre, The (1948)
unknown|Deceiver (1997)|Midnight in the Garden of Good and Evil (1997)|Dante's Peak (1997)|Assignment, The (1997)|Amistad (1997)|Tomorrow Never Dies (1997)|That Darn Cat! (1997)|Mr. Magoo (1997)|Intimate Relations (1996)
I.Q. (1994)|Snow White and the Seven Dwarfs (1937)|Spitfire Grill, The (1996)|Swingers (1996)|When the Cats Away (Chacun cherche son chat) (1996)|Emma (1996)|Bastard Out of Carolina (1996)|City of Angels (1998)|2 Days in the Valley (1996)|Bonheur, Le (1965)
Snow White and the Seven Dwarfs (1937)|Haunted World of Edward D. Wood Jr., The (1995)|Supercop (1992)|Spy Hard (1996)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Quick and the Dead, The (1995)|Rocket Man (1997)|Gang Related (1997)
Snow White and the Seven Dwarfs (1937)|Frighteners, The (1996)|Spitfire Grill, The (1996)|Fierce Creatures (1997)|Great Escape, The (1963)|Down by Law (1986)|Once Upon a Time in America (1984)|Seventh Seal, The (Sjunde inseglet, Det) (1957)|Hate (Haine, La) (1995)|Calendar Girl (1993)
Seven (Se7en) (1995)|Muppet Treasure Island (1996)|Three Colors: Red (1994)|Frighteners, The (1996)|Wrong Trousers, The (1993)|Apocalypse Now (1979)|Air Bud (1997)|Sabrina (1995)|Client, The (1994)|Ben-Hur (1959)
Phenomenon (1996)|Princess Bride, The (1987)|Right Stuff, The (1983)|Secrets & Lies (1996)|Gandhi (1982)|Man Who Would Be King, The (1975)|American in Paris, An (1951)|Benny & Joon (1993)|Raise the Red Lantern (1991)|Savage Nights (Nuits fauves, Les) (1992)
Breakfast at Tiffany's (1961)|Citizen Kane (1941)|Sleeper (1973)|Princess Bride, The (1987)|This Is Spinal Tap (1984)|Indiana Jones and the Last Crusade (1989)|Client, The (1994)|Aladdin and the King of Thieves (1996)|Bonnie and Clyde (1967)|Cure, The (1995)
Muppet Treasure Island (1996)|Bad Boys (1995)|Sleepless in Seattle (1993)|Terminator 2: Judgment Day (1991)|Jude (1996)|Fish Called Wanda, A (1988)|GoodFellas (1990)|Psycho (1960)|Terminator, The (1984)|Devil's Own, The (1997)
Seven (Se7en) (1995)|Bad Boys (1995)|Jurassic Park (1993)|Sleepless in Seattle (1993)|Aladdin (1992)|Horseman on the Roof, The (Hussard sur le toit, Le) (1995)|Sound of Music, The (1965)|Princess Bride, The (1987)|Breaking the Waves (1996)|Glory (1989)
Seven (Se7en) (1995)|Braveheart (1995)|I.Q. (1994)|Sleepless in Seattle (1993)|Gone with the Wind (1939)|Citizen Kane (1941)|Raiders of the Lost Ark (1981)|Clockwork Orange, A (1971)|Casablanca (1942)|Two Much (1996)
Jean de Florette (1986)|Return of the Jedi (1983)|Right Stuff, The (1983)|Back to the Future (1985)|This Is Spinal Tap (1984)|Midnight in the Garden of Good and Evil (1997)|Transformers: The Movie, The (1986)|James and the Giant Peach (1996)|Cool Hand Luke (1967)|What Happened Was... (1994)
Billy Madison (1995)|Quiz Show (1994)|Snow White and the Seven Dwarfs (1937)|Supercop (1992)|Apocalypse Now (1979)|Tin Cup (1996)|Amityville Curse, The (1990)|People vs. Larry Flynt, The (1996)|Shine (1996)|Romeo Is Bleeding (1993)
True Romance (1993)|Operation Dumbo Drop (1995)|Unhook the Stars (1996)|Swingers (1996)|Pinocchio (1940)|Freeway (1996)|Indian in the Cupboard, The (1995)|Stealing Beauty (1996)|Basquiat (1996)|Celestial Clockwork (1994)
Event Horizon (1997)|Marvin's Room (1996)|Hoodlum (1997)|Air Force One (1997)|Murder at 1600 (1997)|Critical Care (1997)|Mary Shelley's Frankenstein (1994)|Amistad (1997)|Bent (1997)|Flubber (1997)
Mighty Aphrodite (1995)|Crow, The (1994)|Mr. Smith Goes to Washington (1939)|Jean de Florette (1986)|Nikita (La Femme Nikita) (1990)|unknown|Promesse, La (1996)|Jackie Brown (1997)|Philadelphia Story, The (1940)|Sophie's Choice (1982)
I.Q. (1994)|Professional, The (1994)|Dead Poets Society (1989)|Field of Dreams (1989)|Chinatown (1974)|Arsenic and Old Lace (1944)|Nine Months (1995)|Made in America (1993)|Smile Like Yours, A (1997)|Calendar Girl (1993)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Cold Comfort Farm (1995)|Grand Day Out, A (1992)|Sting, The (1973)|This Is Spinal Tap (1984)|Mimic (1997)|Forbidden Planet (1956)|Species (1995)|Village of the Damned (1995)|Rear Window (1954)
Professional, The (1994)|Free Willy (1993)|Aladdin (1992)|Brazil (1985)|GoodFellas (1990)|Forbidden Planet (1956)|Around the World in 80 Days (1956)|Treasure of the Sierra Madre, The (1948)|Rear Window (1954)|Renaissance Man (1994)
I.Q. (1994)|Striptease (1996)|Apocalypse Now (1979)|Men in Black (1997)|Ice Storm, The (1997)|3 Ninjas: High Noon At Mega Mountain (1998)|Apt Pupil (1998)|Jackal, The (1997)|MatchMaker, The (1997)|Amistad (1997)
Exotica (1994)|Dances with Wolves (1990)|Delicatessen (1991)|Army of Darkness (1993)|Young Frankenstein (1974)|Field of Dreams (1989)|Jerry Maguire (1996)|Chasing Amy (1997)|Third Man, The (1949)|Gandhi (1982)
George of the Jungle (1997)|Marvin's Room (1996)|Scream (1996)|Deceiver (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Stephen King's The Langoliers (1995)|Perfect World, A (1993)
Smilla's Sense of Snow (1997)|Secrets & Lies (1996)|Marvin's Room (1996)|Donnie Brasco (1997)|Kiss the Girls (1997)|Walk in the Clouds, A (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Benny & Joon (1993)
George of the Jungle (1997)|Absolute Power (1997)|Midnight in the Garden of Good and Evil (1997)|One Flew Over the Cuckoo's Nest (1975)|Wild Bill (1995)|Farinelli: il castrato (1994)|Tales from the Hood (1995)|Wishmaster (1997)|Life Less Ordinary, A (1997)|Big Blue, The (Grand bleu, Le) (1988)
Henry V (1989)|Midnight in the Garden of Good and Evil (1997)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Kid in King Arthur's Court, A (1995)|Village of the Damned (1995)|You So Crazy (1994)
Cold Comfort Farm (1995)|Rock, The (1996)|This Is Spinal Tap (1984)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Village of the Damned (1995)|In the Line of Fire (1993)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Mighty Aphrodite (1995)|Dances with Wolves (1990)|Snow White and the Seven Dwarfs (1937)|Gone with the Wind (1939)|Jude (1996)|Brazil (1985)|Henry V (1989)|Midnight in the Garden of Good and Evil (1997)|Spy Hard (1996)
Contact (1997)|Gattaca (1997)|Mrs. Brown (Her Majesty, Mrs. Brown) (1997)|Conspiracy Theory (1997)|Alien: Resurrection (1997)|Jackie Brown (1997)|Interview with the Vampire (1994)|Kid in King Arthur's Court, A (1995)|Mary Shelley's Frankenstein (1994)|Jackal, The (1997)
I.Q. (1994)|Right Stuff, The (1983)|Austin Powers: International Man of Mystery (1997)|Duck Soup (1933)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Tales from the Hood (1995)|Arsenic and Old Lace (1944)|You So Crazy (1994)
Rumble in the Bronx (1995)|Theodore Rex (1995)|Chasing Amy (1997)|Time to Kill, A (1996)|Pinocchio (1940)|White Man's Burden (1995)|Wild Bill (1995)|Quick and the Dead, The (1995)|Love Jones (1997)|You So Crazy (1994)
Mighty Aphrodite (1995)|Sgt. Bilko (1996)|Cable Guy, The (1996)|Jaws (1975)|Citizen Ruth (1996)|Black Sheep (1996)|Pinocchio (1940)|Crow: City of Angels, The (1996)|Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)|Shooter, The (1995)
Contact (1997)|Mad City (1997)|Deconstructing Harry (1997)|Wag the Dog (1997)|Desperate Measures (1998)|White Man's Burden (1995)|Wild Bill (1995)|Mary Shelley's Frankenstein (1994)|Men of Means (1998)|You So Crazy (1994)
Rumble in the Bronx (1995)|Scream (1996)|Donnie Brasco (1997)|3 Ninjas: High Noon At Mega Mountain (1998)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Quick and the Dead, The (1995)|Jackal, The (1997)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Aladdin (1992)|Snow White and the Seven Dwarfs (1937)|Spitfire Grill, The (1996)|Citizen Kane (1941)|Brazil (1985)|Men in Black (1997)|unknown|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)
Snow White and the Seven Dwarfs (1937)|Citizen Kane (1941)|12 Angry Men (1957)|Clockwork Orange, A (1971)|Amadeus (1984)|Bridge on the River Kwai, The (1957)|Third Man, The (1949)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Village of the Damned (1995)
I.Q. (1994)|Private Benjamin (1980)|Apocalypse Now (1979)|Cyrano de Bergerac (1990)|Ice Storm, The (1997)|People vs. Larry Flynt, The (1996)|Third Man, The (1949)|Kalifornia (1993)|Once Were Warriors (1994)
Dances with Wolves (1990)|Private Benjamin (1980)|Good, The Bad and The Ugly, The (1966)|Blues Brothers, The (1980)|Henry V (1989)|Roman Holiday (1953)|East of Eden (1955)|Miller's Crossing (1990)|Touch of Evil (1958)|Fried Green Tomatoes (1991)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Operation Dumbo Drop (1995)|Lone Star (1996)|Apocalypse Now (1979)|Citizen Ruth (1996)|Marvin's Room (1996)|Rosewood (1997)|In the Line of Fire (1993)|Basquiat (1996)|2 Days in the Valley (1996)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Kolya (1996)|George of the Jungle (1997)|Sense and Sensibility (1995)|Marvin's Room (1996)|Midnight in the Garden of Good and Evil (1997)|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|Farinelli: il castrato (1994)|MatchMaker, The (1997)
Sound of Music, The (1965)|Private Benjamin (1980)|Raiders of the Lost Ark (1981)|Army of Darkness (1993)|Blues Brothers, The (1980)|Grand Day Out, A (1992)|Young Frankenstein (1974)|M (1931)|Fried Green Tomatoes (1991)|What Happened Was... (1994)
Army of Darkness (1993)|Deceiver (1997)|Philadelphia Story, The (1940)|Bonnie and Clyde (1967)|Wild Bill (1995)|Farinelli: il castrato (1994)|Tales from the Hood (1995)|Hour of the Pig, The (1993)|Fire on the Mountain (1996)|You So Crazy (1994)
Smilla's Sense of Snow (1997)|Gattaca (1997)|Secrets & Lies (1996)|Donnie Brasco (1997)|FairyTale: A True Story (1997)|Paradise Lost: The Child Murders at Robin Hood Hills (1996)|Murder at 1600 (1997)|Kiss the Girls (1997)|Peacemaker, The (1997)|Phantoms (1998)
Searching for Bobby Fischer (1993)|Snow White and the Seven Dwarfs (1937)|Delicatessen (1991)|Sabrina (1995)|Cop Land (1997)|Sabrina (1954)|Ben-Hur (1959)|Wolf (1994)|Arsenic and Old Lace (1944)|Dark City (1998)
Secrets & Lies (1996)|Marvin's Room (1996)|Murder at 1600 (1997)|Kid in King Arthur's Court, A (1995)|Benny & Joon (1993)|Tango Lesson, The (1997)|Bent (1997)|Ma vie en rose (My Life in Pink) (1997)|Cats Don't Dance (1997)|You So Crazy (1994)
Hudsucker Proxy, The (1994)|Unforgiven (1992)|Back to the Future (1985)|Kull the Conqueror (1997)|3 Ninjas: High Noon At Mega Mountain (1998)|Apt Pupil (1998)|In the Name of the Father (1993)|Vertigo (1958)|Flirt (1995)
Bad Boys (1995)|Jurassic Park (1993)|Gone with the Wind (1939)|Monty Python and the Holy Grail (1974)|Henry V (1989)|Breaking the Waves (1996)|Client, The (1994)|Transformers: The Movie, The (1986)|American in Paris, An (1951)|Paradise Road (1997)
Angels and Insects (1995)|Supercop (1992)|Long Kiss Goodnight, The (1996)|River Wild, The (1994)|Secrets & Lies (1996)|Marvin's Room (1996)|Fierce Creatures (1997)|Great White Hype, The (1996)|Shooter, The (1995)
Mighty Aphrodite (1995)|Jurassic Park (1993)|Dances with Wolves (1990)|Abyss, The (1989)|Mirror Has Two Faces, The (1996)|In the Name of the Father (1993)|Client, The (1994)|Annie Hall (1977)|Local Hero (1983)|Touch of Evil (1958)
Hudsucker Proxy, The (1994)|Breakfast at Tiffany's (1961)|Delicatessen (1991)|Apocalypse Now (1979)|Grand Day Out, A (1992)|Unforgiven (1992)|Some Like It Hot (1959)|Sabrina (1954)|Cat on a Hot Tin Roof (1958)|Hour of the Pig, The (1993)
I.Q. (1994)|Spitfire Grill, The (1996)|Good, The Bad and The Ugly, The (1966)|Amadeus (1984)|Starship Troopers (1997)|Client, The (1994)|Casino (1995)|Month by the Lake, A (1995)|Tank Girl (1995)|Heidi Fleiss: Hollywood Madam (1995) 
Bad Boys (1995)|Free Willy (1993)|Sound of Music, The (1965)|Brazil (1985)|Blues Brothers, The (1980)|Sting, The (1973)|Cyrano de Bergerac (1990)|Men in Black (1997)|As Good As It Gets (1997)|Ben-Hur (1959)
Wizard of Oz, The (1939)|Dead Poets Society (1989)|Unforgiven (1992)|Pink Floyd - The Wall (1982)|Raising Arizona (1987)|L.A. Confidential (1997)|Ice Storm, The (1997)|Schindler's List (1993)|North by Northwest (1959)|Around the World in 80 Days (1956)
Snow White and the Seven Dwarfs (1937)|Striptease (1996)|Unhook the Stars (1996)|Grosse Pointe Blank (1997)|Austin Powers: International Man of Mystery (1997)|Men in Black (1997)|Rosewood (1997)|Donnie Brasco (1997)|Mad City (1997)|Annie Hall (1977)
